number,sha,author_id,author_name,date,files,files_sha
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.graphs.html,58f5c53463140545251b251beada247421335014
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.graphs.util.html,45d03dc11ed52adaa8bf864dd73aa00dbe35622a
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.graphs.versions.html,e31e941fc3ef406bfd226652e068ba71732939f0
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.heuristics_net.html,8786955e5db283faef2a452a3dbea163734885ef
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.heuristics_net.versions.html,9a5727c7139b5323ee14be984cf0aa1b9bc6904a
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.html,9cb66eb155f885c33818c37b119f4536c9f38450
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.petrinet.common.html,692103029fe2eca47fcffce480def3d36fddcbd3
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.visualization.petrinet.html,2a097d346e80cdfb0dd7cb86d2a519e8ca3e04e2
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.traces.pandas.html,ce199f1d277754dc4f9b2e6e8d8594eba04f2d14
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.exporter.csv.variants.html,d1785d90c4b501e36489cab7b8a0fad1f447ad2b
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.statistics.start_activities.log.html,8733175a2c32e08f7fd1c3311f1ccf837529dfef
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.objects.log.deserialization.versions.html,08eb106c34163218901884e419590f33dd49d55c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.dfg.adapters.pandas.html,a40e2f9dbcb2e3622a498bc836d229871b534297
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.dfg.html,9e7b97ef0f97f380e85b1bc9a66e8b1fa0f0f0a5
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.dfg.utils.html,7ac436d564e263bf954288ab2dee4e60805b269c
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.dfg.versions.html,8b0f8279b8b4bd11287518a79ed20c47324340a2
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.heuristics.html,b9cce875a7218151b17d4f89e7b80cafc7906f9e
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.heuristics.versions.html,e638ca367448d5112de1bcb23eaad98072874773
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.html,2d52f0ae2e7c5ac0bdd97c5b98e8184203fb7994
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.inductive.html,fd45faaac6639c16dd09dfc12c3e3fc933fb62c1
2,676cbd971daf10934836ee3d1351c3f3f2554d1d,54677990,,2020-05-25 14:00:18,docs/pm4py.algo.discovery.inductive.util.html,12f6fce3c4b761e2b14fa83a35d16b793d1f882a
